Time-from-meal,BGL,Heart_Rate,md_so,md_sd,t_sd,md_do,sd_r
950,90,99,-0.000683081815,0.007759135521,0.194,-0.008442217336,-11.35901345
950,90,99,-0.0009833352338,0.006886473399,0.183,-0.007869808633,-7.003179752
950,90,99,-0.0007956155468,0.007254542924,0.19,-0.008050158471,-9.11815129
950,90,102,-6.56E-05,0.007886380302,0.1915,-0.007951974054,-120.2306622
950,90,102,-0.0001032805957,0.008163388777,0.193,-0.008266669373,-79.04087617
950,90,105,-0.0006746081229,0.007383830069,0.184,-0.008058438192,-10.94536193
950,90,102,0.0003450191204,0.007989954478,0.1930666667,-0.007644935357,23.15800489
950,90,99,7.23E-05,0.008082585574,0.1989333333,-0.008010238436,111.719493
950,90,102,0.003818181605,0.009952301282,0.179,-0.006134119677,2.606555243
950,90,102,0.002620796221,0.01020736202,0.1795,-0.007586565797,3.89475608
950,90,99,0.002525434198,0.0102259664,0.183,-0.007700532197,4.049191384
950,90,105,0.003004553114,0.00996094629,0.176,-0.006956393176,3.315283808
950,90,99,0.002991651488,0.01031784776,0.179,-0.007326196273,3.44888026
950,90,99,0.003396440696,0.01071092876,0.184,-0.007314488068,3.153574498
950,90,99,0.004930620996,0.0113547414,0.1795,-0.006424120403,2.302902902
950,90,99,0.004900802368,0.01173353227,0.1815,-0.006832729898,2.394206374
950,90,102,0.004888968162,0.01142115863,0.1815,-0.006532190466,2.336108203
950,90,99,0.004891421342,0.0119277295,0.182,-0.00703630816,2.438499706
950,90,105,0.005833303583,0.01351244783,0.1792941176,-0.00767914425,2.316431443
950,90,102,0.005380371266,0.01174688096,0.1785,-0.006366509691,2.183284457
600,97.2,81,-0.0002403020903,0.002732926198,0.1869090909,-0.002973228289,-11.37287734
600,97.2,72,-0.0003148938215,0.003702216475,0.2444444444,-0.004017110297,-11.75703117
600,97.2,75,-5.25E-05,0.003294572855,0.1944,-0.003347049518,-62.78167626
600,97.2,66,0.0006962376925,0.005045792869,0.244,-0.004349555177,7.247227382
600,97.2,87,0.0006794759509,0.002953424864,0.1556923077,-0.002273948913,4.346621628
600,97.2,93,0.001066177248,0.002215865179,0.1194285714,-0.001149687931,2.078327205
600,97.2,96,0.002283242639,0.002903557833,0.1421538462,-0.0006203151936,1.271681679
600,97.2,96,0.003018906838,0.004502888426,0.1664,-0.001483981588,1.491562565
600,97.2,99,0.002421967452,0.003940747582,0.144,-0.00151878013,1.627085277
600,97.2,99,0.007735028454,0.008789918474,0.149,-0.001054890021,1.136378299
600,97.2,96,0.002173809426,0.00306617475,0.1434666667,-0.000892365324,1.410507616
600,97.2,78,-0.00796761292,0.0008209101274,0.1544,-0.008788523048,-0.1030308746
600,97.2,78,-0.007856241335,0.000914866284,0.1694545455,-0.008771107619,-0.1164508885
600,97.2,81,-0.007206048622,0.001770792666,0.2346666667,-0.008976841289,-0.2457369856
600,97.2,84,-0.006664186645,0.001924828578,0.2026666667,-0.008589015223,-0.288831733
600,97.2,99,-0.006732915317,0.001480466767,0.147,-0.008213382084,-0.2198849528
600,97.2,96,-0.006176160231,0.001843666843,0.1488,-0.008019827074,-0.2985134411
600,97.2,99,-0.006522740105,0.001727301622,0.1685333333,-0.008250041727,-0.2648122713
600,97.2,81,-0.005816689098,0.001796032396,0.1905454545,-0.007612721494,-0.3087722871
600,97.2,75,-0.005712569958,0.00232028315,0.2231111111,-0.008032853108,-0.4061715073
600,97.2,84,-0.004467333723,0.002875317544,0.2248888889,-0.007342651267,-0.6436316879
600,97.2,93,-0.003667328033,0.002687743574,0.1626666667,-0.006355071607,-0.7328887817
600,97.2,99,-0.00374408316,0.002669026707,0.1465,-0.006413109867,-0.7128652311
600,97.2,99,-0.002818430465,0.002967231469,0.1397333333,-0.005785661934,-1.052795698
600,97.2,96,-0.003472517677,0.00321417799,0.1737142857,-0.006686695666,-0.9256045005
600,97.2,90,-0.001880383989,0.002840732529,0.1542857143,-0.004721116519,-1.510719377
600,97.2,75,-0.001685701619,0.00461919186,0.232,-0.006304893479,-2.740219151
600,97.2,78,-0.00132489022,0.003616534732,0.1664,-0.004941424952,-2.729686338
600,97.2,84,-0.0006461835744,0.002686679446,0.124,-0.00333286302,-4.157764995
600,97.2,90,-0.0007923460725,0.00376190497,0.16,-0.004554251042,-4.747805411
600,97.2,96,-0.0002058347469,0.003137521557,0.1302857143,-0.003343356304,-15.24291503
600,97.2,93,0.001696069791,0.005354032672,0.1690666667,-0.003657962882,3.156728987
600,97.2,99,0.001184353067,0.004972790517,0.148,-0.00378843745,4.198739934
600,97.2,99,0.00237328946,0.00485062844,0.1370666667,-0.002477338981,2.043841901
600,97.2,99,0.001824651119,0.005266123401,0.1445333333,-0.003441472282,2.886098798
950,90,102,0.005030869246,0.007141253832,0.1632,-0.002110384586,1.419487067
950,90,102,0.004394469548,0.007703552364,0.171,-0.003309082815,1.753010751
950,90,102,0.0003537464229,0.004031328073,0.1555,-0.00367758165,11.39609566
950,90,102,0.003427968681,0.006664652674,0.188,-0.003236683994,1.944198823
950,90,99,0.005436877382,0.00856589902,0.1877333333,-0.003129021638,1.575518155
950,90,99,0.00214231432,0.005187962475,0.1775,-0.003045648155,2.421662604
950,90,81,-0.008412095834,0.000669394157,0.1864,-0.009081489991,-0.07957519389
950,90,93,-0.006246835161,0.002376749521,0.1803076923,-0.008623584682,-0.3804725848
950,90,105,-0.007518457136,0.0008863331635,0.1335,-0.008404790299,-0.1178876394
950,90,93,-0.005824847432,0.002862481095,0.2301538462,-0.008687328527,-0.4914259349
950,90,99,-0.004942380405,0.003225791126,0.1898666667,-0.008168171531,-0.6526796527
950,90,99,-0.00560823994,0.002932698438,0.184,-0.008540938377,-0.5229267059
950,90,102,-0.007881542737,0.0009041743809,0.131,-0.008785717118,-0.1147204819
950,90,96,-0.00357936519,0.004107780023,0.1661538462,-0.007687145213,-1.147628086
950,90,105,-0.006480839368,0.001594270331,0.142,-0.008075109699,-0.2459975075
950,90,99,-0.003547542125,0.004241233391,0.1897142857,-0.007788775517,-1.195541375
950,90,99,-0.002194950878,0.005243906159,0.1893333333,-0.007438857038,-2.389076772
950,90,99,-0.003529954937,0.004573373277,0.1815,-0.008103328214,-1.295589706
950,90,102,-0.002882758165,0.002260393236,0.1592727273,-0.005143151401,-0.7841078254
950,90,102,0.003756714534,0.00838208358,0.1669333333,-0.004625369047,2.231227181
950,90,102,-0.001487466764,0.005555847428,0.164,-0.007043314192,-3.735106936
950,90,102,0.001870494684,0.007800292679,0.1914285714,-0.005929797995,4.170176343
950,90,99,0.004320764639,0.01009137932,0.1914666667,-0.00577061468,2.335554042
950,90,99,0.001532193997,0.008706200105,0.181,-0.007174006108,5.682178706
600,108,120,0.006905181224,0.007786627833,0.1432727273,-0.0008814466086,1.127650033
600,108,114,0.003673029505,0.005702858448,0.1530666667,-0.002029828943,1.552630721
600,108,99,0.006561461028,0.0086909186,0.164,-0.002129457572,1.324540154
600,108,102,0.006326823164,0.009426597124,0.1703529412,-0.003099773961,1.489941615
600,108,96,0.006303340876,0.009442358838,0.176,-0.003139017963,1.497992735
600,108,105,0.006076618783,0.00859361035,0.1675,-0.002516991567,1.414209227
600,108,126,0.0004896687371,0.002638887735,0.128,-0.002149218998,5.389128475
600,108,99,-0.004297409324,0.004128756207,0.1775,-0.008426165531,-0.9607547003
600,108,102,-0.005201411432,0.00344299344,0.1769411765,-0.008644404873,-0.6619344548
600,108,96,-0.005428950958,0.003040392023,0.176,-0.008469342981,-0.560033061
600,108,105,-0.005226251368,0.003055319221,0.1685333333,-0.00828157059,-0.5846100782
600,108,126,-0.008146658996,0.0008686912102,0.126,-0.009015350207,-0.106631591
600,108,102,0.0009849332279,0.007827122081,0.178,-0.006842188853,7.946855542
600,108,102,-0.000561214139,0.006761685576,0.1792941176,-0.007322899715,-12.04831651
600,108,96,-0.0009543403586,0.006031247424,0.1775,-0.006985587783,-6.319807572
600,108,105,-0.0006818118046,0.005897872225,0.1696,-0.00657968403,-8.650293506
600,108,123,-0.006434028528,0.001470449114,0.143,-0.007904477641,-0.2285425231
600,108,114,0.002143243048,0.006214781178,0.1541333333,-0.004071538129,2.89970901
600,108,99,0.006046698255,0.009825294323,0.162,-0.003778596068,1.62490237
600,108,102,0.005485122615,0.01050595794,0.1708235294,-0.005020835327,1.915355167
600,108,96,0.005258340044,0.01046546393,0.1745,-0.005207123886,1.990260014
600,108,105,0.004761536072,0.009312849648,0.1665,-0.004551313577,1.955849858
950,84.6,108,-0.008004391404,0.0005359316146,0.135,-0.008540323018,-0.06695469869
950,84.6,99,-0.007048377455,0.002183933947,0.1906666667,-0.009232311401,-0.309849176
950,84.6,75,-0.004168444264,0.00457426215,0.2406666667,-0.008742706414,-1.097354759
950,84.6,90,-0.004606522513,0.003127414899,0.2096,-0.007733937412,-0.678910152
950,84.6,84,-0.004093925467,0.004401222252,0.2257777778,-0.008495147719,-1.075061646
950,84.6,90,-0.003304823063,0.0049457094,0.2376,-0.008250532463,-1.496512614
950,84.6,96,0.0001700076206,0.01323614197,0.2582857143,-0.01306613435,77.85616859
950,84.6,96,-0.003855052181,0.001464369709,0.1617777778,-0.00531942189,-0.379857299
950,84.6,87,-0.00440156295,0.001824944446,0.1768888889,-0.006226507396,-0.4146128243
950,84.6,114,-0.009419156861,0.0001314817218,0.17,-0.009550638582,-0.01395896934
950,84.6,111,-0.009250442973,0.0003188392119,0.232,-0.009569282185,-0.03446745338
950,84.6,117,-0.009241910088,0.0001849600705,0.1773333333,-0.009426870159,-0.02001318653
950,84.6,126,-0.009196628613,0.0001119890437,0.1323636364,-0.009308617657,-0.01217718453
950,84.6,117,-0.009150339082,7.52E-05,0.1216,-0.009225555395,-0.008220057368
950,84.6,111,-0.009102850533,0.0001624918103,0.1485714286,-0.009265342344,-0.01785065126
950,84.6,108,-0.009132649455,0.0001629669576,0.197,-0.009295616412,-0.01784443369
950,84.6,120,-0.006237457017,0.0009541395837,0.1234285714,-0.007191596601,-0.152969324
950,84.6,114,-0.005845229064,0.001233270468,0.1338666667,-0.007078499531,-0.2109875343
950,84.6,114,-0.004756835318,0.001771474097,0.1392,-0.006528309415,-0.3724060176
950,84.6,123,-0.002818486559,0.002258586803,0.1344,-0.005077073362,-0.801347374
950,84.6,117,-0.002296412094,0.00176943857,0.1222857143,-0.004065850664,-0.7705231021
950,84.6,90,-0.004534094044,0.001229213294,0.2142222222,-0.005763307339,-0.271104499
950,84.6,75,-0.003085241404,0.002466578432,0.2566666667,-0.005551819836,-0.7994766404
950,84.6,84,-0.003341512726,0.002075889477,0.239,-0.005417402203,-0.6212424274
950,84.6,87,-0.003348575512,0.001475173166,0.2043636364,-0.004823748679,-0.4405375243
950,84.6,84,-0.003089149196,0.002213689923,0.2264,-0.005302839119,-0.716601816
950,84.6,90,-0.002772261771,0.002311722167,0.2312,-0.005083983938,-0.8338758595
950,84.6,90,-0.003629308587,0.001126318833,0.1661538462,-0.00475562742,-0.3103397813
950,84.6,84,-0.003890371588,0.001369309189,0.1942857143,-0.005259680777,-0.3519738818
600,97.2,108,0.004873528083,0.007028939754,0.1744,-0.00215541167,1.442269262
600,97.2,87,-0.007012183484,0.002143485181,0.277,-0.009155668665,-0.3056801332
600,97.2,90,-0.005957922148,0.002084003517,0.2346666667,-0.008041925665,-0.3497869669
600,97.2,102,-0.007411682368,0.001660906641,0.236,-0.009072589008,-0.224093068
600,97.2,96,-0.007401917842,0.001355073001,0.1936,-0.008756990843,-0.1830705271
600,97.2,102,-0.007240651064,0.002568694018,0.2768,-0.009809345082,-0.3547600894
600,97.2,99,-0.00667729649,0.005504080532,0.2822857143,-0.01218137702,-0.8242977588
600,97.2,78,-0.007342583484,0.007732050327,0.336,-0.01507463381,-1.053042208
600,97.2,108,-0.008887502735,0.001804760219,0.1588571429,-0.01069226295,-0.2030671914
600,97.2,108,-0.009737568456,0.001235080795,0.1577142857,-0.01097264925,-0.1268366739
600,97.2,108,-0.01019503602,0.0008996693534,0.124,-0.01109470538,-0.08824582389
600,97.2,111,-0.009515255552,0.0004569188461,0.228,-0.009972174398,-0.04801960847
600,97.2,102,-0.009070740746,0.0002764068314,0.2093333333,-0.009347147577,-0.03047235492
600,97.2,105,-0.00941616681,0.00023985597,0.1746666667,-0.00965602278,-0.02547278259
600,97.2,96,-0.008934108644,0.001140548959,0.2764444444,-0.0100746576,-0.1276623113
600,97.2,108,-0.009391772161,0.0001527131886,0.1686666667,-0.00954448535,-0.01626031658
600,97.2,117,-0.009413637527,0.0002672778633,0.1527272727,-0.009680915391,-0.02839262321
600,97.2,114,-0.009564836253,0.0002504814236,0.1793333333,-0.009815317677,-0.02618773777
600,97.2,93,-0.009251964743,0.0005343549153,0.212,-0.009786319658,-0.05775583135
600,97.2,96,-0.005452349603,0.002302882728,0.204,-0.007755232331,-0.4223651996
600,97.2,111,-0.008516430192,0.0003795725205,0.1973333333,-0.008896002713,-0.04456943953
600,97.2,114,-0.008320429704,0.0004721135821,0.1577142857,-0.008792543286,-0.05674149039
600,97.2,102,-0.007756501445,0.001480925013,0.2472,-0.009237426459,-0.1909269306
600,97.2,114,-0.008163840458,0.0003684208196,0.1345454545,-0.008532261277,-0.04512837083
600,97.2,114,-0.008128733219,0.0004608958224,0.1472,-0.008589629042,-0.05669958775
600,97.2,117,-0.008373692502,0.0003666126996,0.1476363636,-0.008740305201,-0.04378148583
600,97.2,96,0.0006786288018,0.002467638298,0.224,-0.001789009496,3.636212155
600,97.2,87,-0.006198752349,0.001440400582,0.252,-0.007639152931,-0.2323694351
600,97.2,81,-0.005035288294,0.001837088487,0.272,-0.006872376781,-0.3648427617
600,97.2,102,-0.006517693936,0.001164670782,0.252,-0.007682364717,-0.1786936903
600,97.2,102,-0.006499137647,0.001054071898,0.233,-0.007553209545,-0.1621864246
600,97.2,93,-0.006202918716,0.00182540733,0.2205714286,-0.008028326047,-0.2942820008
600,97.2,75,-0.004772494198,0.003661182558,0.3851428571,-0.008433676755,-0.7671423801
600,97.2,108,-0.006690826982,0.0003861320038,0.1424,-0.007076958986,-0.05771065442
600,97.2,108,-0.007113692484,0.0006381269291,0.1622857143,-0.007751819413,-0.08970403635
600,97.2,105,-0.007654783814,0.0003906046202,0.152,-0.008045388435,-0.05102751818
950,86.4,105,0.003046449059,0.007263102321,0.1476923077,-0.004216653261,2.384120719
950,86.4,96,0.006179630806,0.0071237451,0.1733333333,-0.0009441142944,1.15277843
950,86.4,111,-0.009055473204,0.0001788126354,0.112,-0.00923428584,-0.01974636018
950,86.4,102,-0.005724378704,0.003176744324,0.1781333333,-0.008901123028,-0.5549500633
950,86.4,96,-0.004050597119,0.00485775827,0.1888,-0.00890835539,-1.19926967
950,86.4,108,-0.007432812491,0.0003460599612,0.1050666667,-0.007778872452,-0.046558414
950,86.4,102,0.007155093416,0.01122084869,0.169,-0.004065755274,1.568232312
950,86.4,108,0.01032285775,0.01197602182,0.1637333333,-0.001653164072,1.16014597
600,88.2,111,0.003887039746,0.007153108509,0.1453333333,-0.003266068763,1.840245785
600,88.2,96,0.0004694679873,0.003174609268,0.1475,-0.002705141281,6.762142157
600,88.2,96,-0.0002558148674,0.002919551136,0.1413333333,-0.003175366003,-11.41275003
600,88.2,93,-0.001388327397,0.002238651877,0.158,-0.003626979274,-1.612481236
600,88.2,102,-0.001350403708,0.001510943981,0.1394285714,-0.002861347689,-1.11888317
600,88.2,99,0.001629000357,0.00376391397,0.1635,-0.002134913613,2.310566695
600,88.2,99,0.002527703155,0.004709935939,0.169,-0.002182232784,1.863326368
600,88.2,111,-0.008392263795,8.81E-05,0.1013333333,-0.008480393145,-0.01050126072
600,88.2,111,-0.008252276505,0.0001792204825,0.1013333333,-0.008431496987,-0.02171770206
600,88.2,96,-0.008000507702,0.0004054680852,0.1472,-0.008405975787,-0.05068029433
600,88.2,84,-0.007538803844,0.0008911649152,0.1854545455,-0.008429968759,-0.1182103864
600,88.2,96,-0.008157815178,0.0002811167561,0.1154285714,-0.008438931934,-0.03445980939
600,88.2,99,-0.0080578582,0.0003324955326,0.121,-0.008390353732,-0.04126351251
600,88.2,93,-0.007868869342,0.000272165067,0.09771428571,-0.008141034409,-0.03458756972
600,88.2,99,-0.007272923155,0.0008020228174,0.133,-0.008074945972,-0.1102751673
600,88.2,117,-0.007327787748,0.0002397206977,0.1093333333,-0.007567508446,-0.03271392484
600,88.2,111,-0.007015675616,0.0003491325213,0.096,-0.007364808137,-0.04976463287
600,88.2,99,-0.006557080271,0.0007085463117,0.1374545455,-0.007265626582,-0.1080582031
600,88.2,87,-0.005633823668,0.001310282106,0.1506666667,-0.006944105773,-0.232574213
600,88.2,96,-0.006714285674,0.0008218549427,0.1508571429,-0.007536140617,-0.1224039284
600,88.2,99,-0.006545398208,0.0006930200004,0.1245,-0.007238418209,-0.1058789669
600,88.2,90,-0.006183591562,0.0005825292266,0.09846153846,-0.006766120789,-0.0942056442
600,88.2,99,-0.005142345064,0.001557685402,0.137,-0.006700030466,-0.302913434
600,88.2,105,-0.005058180933,0.002312112755,0.1421176471,-0.007370293688,-0.4571036082
600,88.2,93,-0.003893341436,0.002223631387,0.1502857143,-0.006116972823,-0.5711370103
600,88.2,96,-7.65E-06,0.004681187068,0.151,-0.004688833453,-612.2091688
600,88.2,99,-0.0009403762663,0.004234928142,0.1456,-0.005175304408,-4.503440053
600,88.2,99,-0.003009956103,0.00191439815,0.1226666667,-0.004924354252,-0.63602195
600,88.2,102,-0.002934592568,0.002136507414,0.1485714286,-0.005071099982,-0.7280422629
600,88.2,99,0.0003927236796,0.006532889255,0.1665,-0.006140165575,16.63482391
600,88.2,99,0.002447251173,0.007481558239,0.166,-0.005034307065,3.057127246
600,88.2,99,0.004385866083,0.009636452281,0.1705,-0.005250586198,2.197160629
18000,243,93,0.2378,0.1993,0.328,0.0385,0.8381
2640,246,84,0.3538,0.3458,0.3692,0.008,0.9774
2820,227,114,0.3164,0.2332,0.1914,0.0832,0.7369
16080,318,78,1.4835,1.1233,0.3507,0.3602,0.7572
2820,256,78,1.4835,1.1233,0.3507,0.3602,0.7572
15300,251,81,1.5912,1.3851,0.348,0.2061,0.8705
15300,251,84,0.7754,0.3245,0.2128,0.4509,0.4185
17100,203,78,0.3624,0.3347,0.3491,0.0277,0.9235
17100,203,93,0.4107,0.299,0.2507,0.1118,0.7279
17820,219,105,0.3956,0.2591,0.2019,0.1366,0.6549
16500,249,111,1.1915,1.0996,0.2265,0.0919,0.9229
17160,276,84,0.6794,0.6354,0.3293,0.044,0.9353
15000,295,117,0.2193,0.1495,0.1832,0.0698,0.6817
17820,211,117,0.3091,0.2353,0.1878,0.0738,0.7612
14580,247,108,0.7982,0.3161,0.1562,0.4821,0.396
14580,423,75,0.9573,0.6243,0.3233,0.3329,0.6522
2280,450,87,0.3639,0.3272,0.328,0.0367,0.8992
1800,494,120,1.3538,1.1381,0.2123,0.2157,0.8407
1020,442,90,1.2024,0.8697,0.2544,0.3326,0.7234
15480,209,117,0.9675,0.8029,0.2234,0.1646,0.8299
17880,201,117,0.9675,0.8029,0.2234,0.1646,0.8299
360,213,111,0.2075,0.1945,0.218,0.013,0.9373
17220,257,84,0.4507,0.399,0.36,0.0517,0.8852
14460,229,99,0.3665,0.2844,0.2526,0.0821,0.776
17520,277,81,1.7896,1.6099,0.3668,0.1797,0.8996
16560,215,78,1.6938,1.52,0.382,0.1738,0.8974
17700,232,99,0.1424,0.0201,0.1449,0.1223,0.1412
17400,223,78,1.7354,1.605,0.34,0.1304,0.9249
17460,257,102,0.0942,0.0432,0.1865,0.051,0.4586
14400,225,120,0.1076,0.0548,0.1815,0.0529,0.5089
2100,428,99,0.3932,0.3107,0.232,0.0826,0.79
2100,428,84,0.192,0.2269,0.3893,-0.0349,1.1818
2100,428,84,0.192,0.2269,0.3893,-0.0349,1.1818
16140,237,105,0.0853,0.0706,0.2226,0.0148,0.8271
1260,215,93,0.6106,0.4044,0.2608,0.2062,0.6623
15780,258,99,0.4081,0.2853,0.227,0.1229,0.699
600,273,120,0.3679,0.2904,0.2148,0.0775,0.7893
600,273,87,1.6254,1.2367,0.3091,0.3887,0.7609
17940,240,114,0.2449,0.1224,0.1634,0.1225,0.4999
17340,289,87,1.7044,1.4179,0.3149,0.2866,0.8319
15960,206,120,1.4703,1.2828,0.2122,0.1876,0.8724
16380,325,84,0.1935,0.1648,0.3231,0.0287,0.8516
16080,209,102,1.6576,1.3326,0.2651,0.325,0.8039
17460,436,108,0.1852,0.1398,0.2107,0.0454,0.7548
17460,436,90,0.4158,0.3622,0.3071,0.0536,0.8711
15960,262,81,0.3356,0.3262,0.3942,0.0094,0.972
15000,201,96,0.2909,0.1675,0.2037,0.1234,0.5757
15000,201,96,0.3207,0.1828,0.228,0.1378,0.5702
16800,309,96,0.2909,0.1675,0.2037,0.1234,0.5757
16800,309,96,0.1736,0.1094,0.2453,0.0642,0.6301
16920,786,102,0.0896,0.0459,0.1875,0.0437,0.5126
14820,326,102,0.0896,0.0459,0.1875,0.0437,0.5126
14400,236,96,0.4154,0.4008,0.2594,0.0146,0.9649
17400,213,96,0.4154,0.4008,0.2594,0.0146,0.9649
15540,241,96,0.3935,0.316,0.2469,0.0775,0.803
1020,268,90,0.3993,0.3492,0.2754,0.0501,0.8745
15420,202,102,0.2432,0.2261,0.2505,0.017,0.93
16800,217,126,0.1833,0.0752,0.1503,0.1081,0.4102
16380,337,90,0.6022,0.332,0.2492,0.2702,0.5513
0,205,96,0.1674,0.1172,0.2195,0.0502,0.7001
3600,205,99,0.2054,0.139,0.2085,0.0664,0.6767
1800,212,102,0.1067,0.0649,0.2059,0.0418,0.6081
16740,206,93,0.102,0.0692,0.2592,0.0328,0.6787
300,249,90,1.7861,1.4984,0.2931,0.2877,0.8389
3120,255,96,1.54,1.0886,0.2512,0.4514,0.7069
17700,226,102,0.2668,0.1565,0.208,0.1103,0.5866
17700,226,108,1.2192,1.0522,0.2253,0.167,0.8631
17820,313,117,0.3751,0.2424,0.1802,0.1327,0.6463
17820,313,117,0.3751,0.2424,0.1802,0.1327,0.6463
17220,247,102,0.3486,0.2623,0.2275,0.0863,0.7523
16920,219,90,0.1292,0.0734,0.2074,0.0558,0.568
17340,244,102,0.3376,0.2547,0.2389,0.0828,0.7546
17340,244,102,0.3376,0.2547,0.2389,0.0828,0.7546
16320,251,126,0.4145,0.2953,0.176,0.1193,0.7123
17400,343,114,0.7225,0.2259,0.1413,0.4966,0.3127
120,315,99,0.1477,0.0988,0.2548,0.0489,0.6691
14400,220,108,0.1108,0.0464,0.1652,0.0644,0.4187
3240,310,117,0.9121,0.3289,0.1398,0.5832,0.3606
180,262,78,0.3941,0.3516,0.3627,0.0425,0.8921
3060,442,129,0.3657,0.3151,0.192,0.0507,0.8614
2160,221,75,0.286,0.2706,0.3736,0.0154,0.9462
18000,217,108,0.9431,1.1509,0.2427,-0.2078,1.2204
17940,215,102,0.3712,0.2974,0.2344,0.0738,0.8012
17820,286,102,1.3802,1.214,0.2709,0.1662,0.8796
15240,238,84,1.363,1.1299,0.324,0.2332,0.8289
2760,290,99,0.1982,0.1332,0.2215,0.065,0.6721
14820,230,99,0.1996,0.13,0.2085,0.0696,0.6514
17100,262,108,0.4444,0.3451,0.2137,0.0993,0.7765
15600,211,108,0.4284,0.3608,0.228,0.0676,0.8422
15600,211,93,0.4222,0.3234,0.2544,0.0988,0.766
16020,372,120,1.0763,1.0833,0.2179,-0.0069,1.0064
16020,372,72,0.2134,0.1717,0.4029,0.0417,0.8044
17700,291,96,0.2777,0.3328,0.3168,-0.0551,1.1986
17700,291,96,0.2777,0.3328,0.3168,-0.0551,1.1986
15720,562,90,0.2829,0.0947,0.2154,0.1882,0.3348
16260,211,102,0.9606,0.7535,0.2375,0.2071,0.7844
540,229,87,0.3112,0.0898,0.184,0.2215,0.2884
540,229,84,1.2202,1.0633,0.3089,0.1569,0.8714
15900,317,126,1.3315,1.3579,0.2074,-0.0264,1.0198
15900,317,96,1.6714,1.3931,0.2571,0.2783,0.8335
17880,266,78,0.4211,0.3928,0.3707,0.0283,0.9329
16800,316,99,1.1745,0.7511,0.2055,0.4234,0.6395
16800,316,84,1.7162,1.3496,0.3059,0.3666,0.7864
15300,219,96,2.0977,0.62535,0.21394,1.4724,0.29811
15300,219,105,2.9531,1.2717,0.24048,1.6814,0.43062
15540,248,102,2.5147,1.263,0.21126,1.2517,0.50226
15540,248,102,2.5147,1.263,0.21126,1.2517,0.50226
2400,208,90,0.80478,0.33008,0.2776,0.4747,0.41015
2400,208,105,2.6843,0.97013,0.232,1.7142,0.36141
15540,208,108,1.7498,0.60334,0.19794,1.1464,0.34481
420,394,75,0.74329,0.30452,0.36433,0.43877,0.40969
16200,208,93,2.5086,1.0022,0.26773,1.5065,0.39949
1680,210,81,0.83952,0.40589,0.36326,0.43362,0.48349
1620,214,99,0.766,0.34372,0.29723,0.42227,0.44873
16140,201,123,3.6573,1.2632,0.22895,2.3941,0.34539
14640,240,123,0.73486,0.25267,0.1814,0.48219,0.34383
15120,240,90,0.54745,0.25876,0.35476,0.28869,0.47266
17520,241,87,0.47997,0.17774,0.29733,0.30223,0.37031
17520,241,99,0.16421,0.045724,0.1885,0.11848,0.27846
15000,341,108,0.26949,0.06247,0.16046,0.20702,0.23181
15000,387,114,0.76223,0.3608,0.24065,0.40143,0.47335
17340,434,111,2.9495,1.0476,0.19956,1.9019,0.35517
480,208,84,0.94327,0.42158,0.36985,0.52169,0.44693
14880,224,96,0.83655,0.3138,0.23174,0.52274,0.37512
14880,224,87,3.0295,1.1691,0.3296,1.8604,0.3859
3540,203,102,0.35285,0.10663,0.19624,0.24622,0.30219
16200,209,102,2.5423,0.81998,0.21025,1.7223,0.32253
16200,209,108,3.0188,1.1065,0.20133,1.9123,0.36654
14880,209,84,0.75654,0.35755,0.36711,0.39899,0.47261
14640,265,87,0.74915,0.29963,0.34933,0.44952,0.39996
14640,265,72,0.75941,0.33855,0.42545,0.42086,0.44581
300,224,96,1.8094,0.56224,0.24855,1.2472,0.31073
15360,261,75,2.9166,1.2534,0.35617,1.6632,0.42973
15360,261,99,2.3235,0.82405,0.256,1.4994,0.35466
17640,280,102,0.33555,0.12138,0.21024,0.21417,0.36173